id,title,description,date,dev_id,pub_id,metascore,age_rating,agency
842100,Daymare: 1998,"DAYMARE: 1998 is a third-person survival horror game that recreates the mood of iconic titles from the '90s, with a fresh storyline. An incident that turns a small town into a deadly zone, three characters to play with and little time to find the truth, before its mutated citizens abruptly end your mission.","17 Sep, 2019",4180,627,62,,
842780,NavalArt,"Design your own warships, equip them with a variety of armament, and bring them out to the ocean!","20 Jun, 2018",4181,4182,N/A,,
842810,Märchen Forest: Mylne and the Forest Gift [Legacy ver.],"Freely roam a fully 3D-rendered mystical forest together with Mylne, a young girl employed at a magical apothecary shop!","16 May, 2018",2067,2067,N/A,,
842910,The MISSING: J.J. Macfield and the Island of Memories,"J.J. scours Memoria Island to find her best friend, who has gone missing during a camping trip. In order to save her best friend, she puts her own body and life on the line, reviving infinitely, as she presses forward. Why did she go missing? What is going on in this world?","11 Oct, 2018",1926,998,N/A,,
843260,The Bard's Tale Trilogy,"The Bard's Tale Trilogy is a complete remaster of the iconic series that helped define the RPG genre. Featuring updated graphics and optional quality of life gameplay features, this is the ideal way to experience the dungeon crawling challenge that made the original games beloved classics.","14 Aug, 2018",3200,2105,N/A,,
844040,RUSH,"Are you ready for the ultimate thrill ride? Take a dive into the adrenaline-pumping world of wingsuit flying with RUSH! Soar down mountainsides at breakneck speeds. Weave through canyons, dodge outcrops, and plummet down sheer drops as you race towards the finish line.","13 Jul, 2018",1511,1511,73,3,PEGI
844190,Mirror OST,,"19 Apr, 2018",75,76,N/A,,
844260,Rustler (Grand Theft Horse),"Become a medieval thug in a crazy open-world action game, full of pop-culture references. Complete insane quests, kill heroes, steal horses, fight guards, rob peasants, listen to some bard music, and much more! All packed in old-school gameplay style!","18 Feb, 2021",1503,966,66,,
844340,For The King Original Game Soundtrack,,"19 Apr, 2018",1870,143,N/A,,
844380,Cave Digger VR,"Cave Digger is a virtual reality mining game in an alternative western setting. Gear up with numerous unique tools and explore the town and the depths of the mountain. Discover secrets, easter eggs and multiple endings!","10 May, 2018",4183,4183,N/A,,
844590,Hypnospace Outlaw,"Greetings Enforcer, and thank you for enlisting in the Hypnospace Patrol Department! As the world falls into its slumber, Hypnospace becomes a bustling global village. These virtual streets aren't going to police themselves!","12 Mar, 2019",4184,680,83,,
844810,Stellaris: Distant Stars Story Pack,,"22 May, 2018",115,116,N/A,7,PEGI
844850,Tower Hunter: Erza's Trial,"Tower Hunter: Erza’s Trial contains core elements of roguelite games, presented in a toon render style. The player explores a mysterious tower with Erza, vanquishes mutant monsters and defeats bosses to acquire a Hunter’s License and become the most powerful Battle Maiden.","12 Oct, 2019",4185,4185,N/A,,
844890,World of Warships — Exclusive Starter Pack,,"21 Jun, 2018",472,472,N/A,7,PEGI
844930,Fox Hime Zero,Yan is a student of natural history. He met a cute and mysterious girl with fox ears when he was engaged in a dull scientific research in a natural observation station. The story between him and her may be a “fortune” for every brave explorer in this magnificent era of geographical discovery……,"23 May, 2018",250,251,N/A,,
845000,World of Warships — Texas Pack,,"4 May, 2018",472,472,N/A,7,PEGI
845020,World of Warships — Anshan Pack,,"4 May, 2018",472,472,N/A,7,PEGI
846030,ΔV: Rings of Saturn,"Hard sci-fi, top-down physics based space mining simulator. Master realistic spaceflight using true-to-life technology, upgrade your ship to best suit your flight style and hire a crew to assist you.","12 Aug, 2019",4186,4186,N/A,,
846110,The friends of Ringo Ishikawa,A highschool gang leader Ringo Ishikawa trying to live through his last autumn before graduation. With his best friends.,"17 May, 2018",868,868,N/A,,
846470,Moss,"Moss™ is an action-adventure puzzle game from Polyarc tailor-made for the VR platform. It combines classic components of a great game—compelling characters, gripping combat, and captivating world exploration—with the exciting opportunities of VR. Now bundle with the soundtrack.","27 Feb, 2018",4187,4187,81,7,PEGI
846720,Tricolour Lovestory Perfect Vocal Album,,"23 Apr, 2018",3810,251,N/A,,
846730,RUGBY 20,"Rugby 20 gives you the complete rugby experience! With overhauled tactics management, optimised graphics and more realistic player behaviour, the game is a true reflection of modern rugby.","23 Jan, 2020",37,34,N/A,3,PEGI
846770,DYSMANTLE,Ascend from your shelter. Ruin everything. Escape the wretched island. ⚔️🔨🎣🌱🌵🍰 Explore. Fight. Level up. Survive. Gather. Craft. Harvest. Hunt. Build. Farm. Solve puzzles. Fish. Cook. Live. Enjoy the bittersweet post-apocalypse.,"6 Nov, 2020",855,855,N/A,,
846800,Diner Bros,"Diner Bros is a cooking and restaurant management game. Cook and serve meals as fast as you can, but don’t get the orders wrong or else your customers will get angry – and hungry! Upgrade your restaurant and hire staff to help you… or play with your friends in 2-4 local co-op!","6 Jul, 2018",4188,4188,N/A,,
846870,Yooka-Laylee and the Impossible Lair,"Yooka-Laylee and the Impossible Lair is a brand-new 2.5D platformer from some of the key creative talent behind 'Donkey Kong Country'. As the colourful buddy duo you must tackle a series of stunning, 2.5D levels and explore a puzzling 3D Overworld rich with secrets and surprises!","8 Oct, 2019",3036,92,81,3,PEGI
848030,Roundguard,"Roundguard is a bouncy dungeon crawler with pinball physics, lots of loot, and a randomized castle full of oddballs. Press your luck against hordes of dangerously cute monsters and challenging roguelike elements in this all-round bouncy adventure!","13 Mar, 2020",4189,4189,N/A,3,PEGI
848060,Story of a Gladiator,Story of a Gladiator is an arena beat 'em up where you take the role of a man in search of his destiny. Fight against waves of enemies in the arena to earn coin and fame until you are strong enough to enter the colosseum and become champion.,"27 Nov, 2019",4190,4190,N/A,16,PEGI
848450,Subnautica: Below Zero,"Dive into a freezing underwater adventure on an alien planet. Below Zero is set two years after the original Subnautica. Return to Planet 4546B to uncover the truth behind a deadly cover-up. Survive by building habitats, crafting tools, & diving deeper into the world of Subnautica.","13 May, 2021",2305,2305,N/A,,
848480,Creeper World 4,The unstoppable fluid enemy has returned and destroyed every world in its path! Defend against Creeper as it floods across the 3D terrain in this real time strategy game where the enemy is a fluid.,"3 Dec, 2020",2783,2783,N/A,,
849740,Love Esquire - RPG/Dating Sim/Visual Novel,"You usually play as the hero… but not this time! You're a lowly squire who's on an epic quest to get laid. Here's the catch: you've only got a few months left to find the girl of your dreams before you're shipped off to war. So git gud, get laid, and find man's greatest pleasure in Love Esquire!","8 Oct, 2019",987,987,N/A,,
850000,Noel the Mortal Fate S1-7,"This is a story about the revenge of a girl who lost her arms and legs to a devil... Noel The Mortal Fate is a charismatic adventure game, now available worldwide on Steam in English, Japanese and Simplified Chinese with seasons 1 - 7 available now in one package.","14 May, 2018",1557,1557,N/A,,
850010,Total War: ROME II - Rise of the Republic Campaign Pack,,"9 Aug, 2018",480,22,N/A,16,PEGI
850210,Arizona Sunshine® - Dead Man DLC,,"24 May, 2018",481,481,N/A,18,PEGI
850260,Clue/Cluedo: Season Pass,,"17 May, 2018",1932,1932,N/A,,
850320,PHOGS!,"In PHOGS! you play as a duo of dogs on a captivating, puzzle-filled adventure. Linked by a stretchy belly, you’ll need to bark, bite and bounce your way through obstacles set across the themed worlds of Food, Sleep and Play, in co-op or single-player.","3 Dec, 2020",4191,1682,75,,
850450,Escape First,"""Escape First"" is a multiplayer escape room puzzle game for virtual reality or desktop PC! It includes 3 different escape rooms to choose from and can be played competitively, co-op or solo.","10 May, 2018",1323,1323,N/A,,
850980,GUILTY GEAR,"The origin of the series, the abnormality of the fighting game genre, now returns... HEAVEN or HELL？LET'S Rock！","15 May, 2019",998,998,N/A,,
851050,Paper Dolls VR,PaperDolls VR is a first-person VR horror game with oriental features. Explore the ancient ruins of the late Qing dynasty and search for your daughter . A complete story line goes through the whole game,"28 May, 2018",331,331,N/A,,
851100,Touhou Luna Nights,"Touhou Luna Nights is a Metroidvania title with a heavy emphasis on exploration and action.　 Developed by Team Ladybug, creators of multiple fantastic action games thus far.","25 Feb, 2019",1118,710,N/A,,
851150,Burning Knight,"Steal everything you can and flee from the Burning Knight's castle in this action-packed roguelike! The game features tight bullet hell, tons of items, characters to meet... and secrets!","5 Jun, 2020",4192,4193,N/A,,
851670,LUMINES REMASTERED,The critically-acclaimed puzzle game produced by legendary creator Tetsuya Mizuguchi comes to PC.,"26 Jun, 2018",4194,3734,N/A,3,PEGI
851850,DRAGON BALL Z: KAKAROT,"Relive the story of Goku and other Z Fighters in DRAGON BALL Z: KAKAROT! Beyond the epic battles, experience life in the DRAGON BALL Z world as you fight, fish, eat, and train with Goku, Gohan, Vegeta and others.","16 Jan, 2020",814,55,73,12,PEGI
851890,Gal*Gun 2,"Notoriously lewd first-person shooter, where you find yourself irresistible to every girl in school! Fend off their advances as you explore the school grounds. Use gadgets to expel mischievous demons and upgrade kit like the 'Demon Sweeper' to suck the skirts clean off your suitors!","20 Jul, 2018",235,929,N/A,,
851950,Heroine of the Sniper,"A light-hearted FPS. Jam-packed with 15 missions, each with a different theme. Take out various targets, everything from trains, cars, to bombs and helicopters. Everything EXCEPT people!","30 May, 2019",4195,4195,N/A,,
852090,Penko Park,Snap pictures of 𝓈𝓅𝑜𝑜𝓀𝓎-𝒸𝓊𝓉𝑒 creatures & explore an abandoned wildlife park.,"23 Oct, 2020",3907,1844,N/A,,
852220,Accident,"Become a journalist who researches old car accident cases. Help victims and perform first aid, obtain evidence and reconstruct the events to discover what really happened.","21 Sep, 2021",1841,1841,N/A,,
852910,sweet pool,"As madness and horror devour his world, can Youji find hope amid the nightmare? Experience a bond deeper and darker than love in this unforgettable visual novel.","19 Dec, 2018",994,995,N/A,,
853140,Adeptus Titanicus: Dominus,"Adeptus Titanicus: Dominus, the 3D turn-based strategy PC game adaptation of Games Workshop’s Titan Legions tabletop game, puts you in control of the greatest weapons available to the Imperium of Man, the mighty Titans of the Adeptus Titanicus!","26 Mar, 2021",4196,4196,N/A,,
853170,Crossout - Spectral Hunter Pack,,"22 May, 2018",1075,567,N/A,7,PEGI
853360,Total War: THREE KINGDOMS - Yellow Turban Rebellion,,"23 May, 2019",480,22,N/A,16,PEGI
853500,Quarantine Circular,"First, do no harm. From the award-winning team behind Thomas Was Alone and Subsurface Circular comes another experimental short, the next mutation in text-based adventure. In the middle of a world-ending pandemic, a group of scientists discover the galaxy has been watching.","22 May, 2018",1800,1800,73,,
853550,Equilinox,"Equilinox is a relaxing nature simulation game in which you can create and nurture your own ecosystems. Shape the world to your liking, cultivate and raise hundreds of different species, and evolve your wildlife to unlock more exotic plants and animals.","23 Nov, 2018",4197,4197,N/A,,
853770,Maximum Action,"MAXIMUM Action is a brutal and satisfying physics-based first person shooter influenced by Hong Kong cinema, heroic slow motion bloodshed, and old-school FPS ACTION.","19 Sep, 2018",4198,4199,N/A,,
854070,theHunter: Call of the Wild™ - Wild Goose Chase Gear,,"12 Jun, 2018",194,194,N/A,16,PEGI
854290,Pillars of Eternity II: Deadfire - Explorer's Pack,,"8 May, 2018",1764,20,N/A,16,PEGI
854940,Ikenfell,"A turn-based tactical RPG about a group of troublesome magic students. Use timing mechanics to power your spells and block attacks, explore the twisted halls of a vast magic school, fight challenging monsters and bosses, and uncover dark secrets never meant to be found.","8 Oct, 2020",4200,401,69,,
854960,Neverwinter Nights: Darkness Over Daggerford,,"1 Jun, 2018",817,818,N/A,12,PEGI
855390,Ryte - The Eye of Atlantis,"With a little help from the Historia Time Travel agency, set sail to the city of Atlantis for a VR Myst-ical adventure : Fill in the sandals of an Atlantean who recently broke out of prison, wield supernatural powers, solve esoteric puzzles and try to prevent the End of Atlantis !","27 Jan, 2021",4201,4201,N/A,,
855630,Zeliria Sanctuary,"Sense of reality has not yet returned after a teleportation experiment. Purple hamsters, girls with tails, medieval knights - a fantastic world of an alien planet, where you will lead special forces soldier Maxx.","7 Jan, 2019",4202,4203,N/A,,
855640,My Brother Rabbit,My Brother Rabbit is a beautifully drawn exploration adventure and puzzle game set in a surreal world that mixes reality with a child’s imagination.,"21 Sep, 2018",151,151,73,,
855740,Bum Simulator,"Bum Simulator is a sandbox game bursting with inappropriate humor and memorable characters. You live on the streets of Bumsville. Do you have what it takes to adapt, survive and become an urban legend?","26 Aug, 2021",4204,4204,N/A,,
855860,Superfighters Deluxe,"Superfighters Deluxe is a unique action game that combines brawling, shooting and platforming in dynamic sandboxy 2D levels. Lots of weapons and fun gameplay systems interlock to create absurd action-movie chaos.","30 Nov, 2018",4205,4205,N/A,,
856850,AFL Evolution 2,THE EVOLUTION CONTINUES - AFL Evolution 2 is taking AFL gaming to new heights with more features than ever before!,"11 Sep, 2020",4206,4207,N/A,3,PEGI
857280,Friday the 13th: The Game - Jason Part 2 Pick Axe Kill Pack,,"1 Jun, 2018",2171,206,N/A,18,PEGI
857320,SRPG Studio,"""I want to create an original game on my own!"" The software has just been released to make your dream come true. By using SRPG Studio, you can easily create a 2D SRPG (Simulation RPG).","20 Aug, 2018",4208,4208,N/A,,
857450,ISLAND,"Sanzenkai Setsuna awakens on the shore of isolated island Urashima with no memories of his past. Befriending three local girls, Rinne, Karen, and Sara, Setsuna's quest to discover the secrets of Urashima and how they tie into his own past - and future - begins.","23 Aug, 2018",1229,1306,N/A,,
857500,BLACK BIRD,"Become the Black Bird in this dark-fantasy shooting game with an operatic twist! This is the tale of a young girl who dies a pitiful death, but is reborn as the calamitous Black Bird whose destiny is to destroy the kingdom.","30 Oct, 2018",4209,4209,N/A,,
857680,Catan VR,"Catan VR allows tabletop fans and new players alike to experience the best-selling board game in a fresh, fully-immersive format. Take on other players around the world or play against Catan personalities and watch the island come to life in VR for the first time.","13 Jun, 2018",4210,4210,N/A,,
857690,Lagoon Lounge : The Poisonous Fountain,This is a visual novel containing furry characters and homosexual themes. You take on the role of a furry who has moved to a seaside village and become involved in the lives of its residents.,"5 Jul, 2018",4211,4211,N/A,,
857980,Void Bastards,"Inspired by BioShock and System Shock 2, Void Bastards is a revolutionary new strategy-shooter that will test your wits as well as exercise your aim. Can you lead the misfit prisoners of the Void Ark through the derelict spaceships and myriad dangers of the Sargasso Nebula?","28 May, 2019",4212,401,81,16,PEGI
858210,Nova Drift,"Nova Drift distills the mechanical depth and strategy of an ARPG into classic arcade space combat. Control an endlessly evolving bio-mechanical ship, face legions of strange and deadly foes, and ride the wake of a dying star across the void.","27 Mar, 2019",4213,4214,N/A,,
858240,Overcooked! 2 - Too Many Cooks Pack,,"7 Aug, 2018",4215,92,N/A,,
858260,Until You Fall,Fight. Fall. Rise Again. Grow stronger as you battle through an awesome neon environment and strike down magic-infused monstrosities. Fantasy and synthwave collide in this physically active VR hack-and-slash roguelite.,"27 Oct, 2020",2051,2051,87,,
858630,Aquaculture Land: Fish Farming Simulation,"Aquaculture Land is a fish farming management game. You will act as a freshwater fish farm manager to nurture different varieties of fish, produce high-quality commodities, and fulfill your customers' needs to grow your business.","7 Jun, 2019",4216,4216,N/A,,
858690,CarX Drift Racing Online - Time Attack,,"29 May, 2018",666,666,N/A,3,PEGI
858810,Dawn of Man,"Command a settlement of ancient humans, guide them through the ages in their struggle for survival. Hunt, gather, craft tools, fight, research new techs and face the challenges the environment will throw at you.","1 Mar, 2019",3172,3172,N/A,,
858820,Tribes of Midgard,"The Giants are coming! Form a tribe with up to 10 players to defend your village from the relentless onslaught of deadly spirits and gigantic brutes hel-bent on bringing on the end of the world in this game with a unique blend of action, survival, and roguelite elements.","27 Jul, 2021",4217,4218,N/A,12,PEGI
858940,Flowers -Le volume sur ete-,"Summer has arrived early to Saint Angraecum Academy, and with it comes change. Follow the story of Erika in the second game in the Flowers series.","26 Jul, 2018",1259,995,N/A,,
859340,Seeking Dawn,"Welcome to Seeking Dawn, a multiplayer survival VR adventure that takes you far beyond the solar system. Step into the shoes of a soldier discovering a hostile planet, where predators roam free and enemies are ruthless.","12 Jul, 2018",4219,4219,68,12,PEGI
859570,Secret Neighbor: Hello Neighbor Multiplayer,Hello Neighbor Multiplayer. Secret Neighbor is a Multiplayer Social Horror Game where a group of intruders try to rescue their friend from the Neighbor's creepy basement. Only problem is one of the intruders is the Neighbor in disguise.,"24 Oct, 2019",4220,74,N/A,,
859580,Imperator: Rome,"Dominate the classical Mediterranean in Imperator: Rome, a grand strategy game from Paradox Interactive. Navigate the dangerous waters of politics and diplomacy as you build up your provinces and conquer foreign lands. Now available with special content and the digital artbook.","25 Apr, 2019",115,116,76,12,PEGI
860510,Little Nightmares II,"Little Nightmares II is a suspense adventure game in which you play as Mono, a young boy trapped in a world that has been distorted by an evil transmission. Together with new friend Six, he sets out to discover the source of the Transmission.","10 Feb, 2021",1434,55,83,16,PEGI
860890,Factory Town,"Build, automate, and optimize your own village on 3D terrain using conveyor belts, trains, chutes, pipes, and steam-powered machines. Plan your town right to maximize happiness - and profitability!","12 Mar, 2019",4221,4221,N/A,,
860950,Mark of the Ninja: Remastered,"In Mark of the Ninja, you'll know what it is to truly be a ninja. You must be silent, agile and clever to outwit your opponents in a world of gorgeous scenery and flowing animation.","9 Oct, 2018",195,4222,N/A,16,PEGI
861250,Cyber Shadow,"The world has been taken over by synthetic lifeforms. A desperate plea for help sets Shadow, the sole survivor of his clan, on one last mission to uncover what started the path to perpetual ruin.","26 Jan, 2021",4223,2662,82,7,PEGI
861540,Dicey Dungeons,Fighting against fortune would be a lot easier if you weren't a walking dice.,"13 Aug, 2019",3897,3897,80,,
861650,Session: Skateboarding Sim Game,"Creativity and freedom of expression: This, is Session. Pure, raw skateboarding. Forget about hand holding or turbo timers, just go tame that concrete!","17 Sep, 2019",4224,34,N/A,,
861870,Monster Hunter: World - Character Edit Voucher: Single Voucher,,"30 Oct, 2018",686,686,N/A,16,PEGI
861887,Train Simulator: DB BR 407 ‘New ICE 3’ EMU Add-On,,"8 Nov, 2018",62,83,N/A,3,PEGI
861889,Train Simulator: LGV Rhône-Alpes & Méditerranée Route Extension Add-On,,"6 Dec, 2018",62,83,N/A,3,PEGI
862800,Storm Chasers,Be one of those intrepid storm chasers in this online multiplayer video game. Your goal is to shoot the best twisters pictures without dying because of powerful winds and flying debris. Feel the challenge of correctly forecasting and intercepting storms with the optimal vantage points before other players.,"28 Jun, 2019",4225,4225,N/A,,
863570,Super Seducer 2 - Advanced Seduction Tactics,Ready to take your skills with women to the NEXT next level in this amazing sequel to the smash hit Super Seducer? We put you in everyday scenarios and let you do practically anything to see how it plays out with beautiful women.,"13 Sep, 2018",3882,-1,N/A,,
864060,Marble It Up!,"Roll, bounce, and boost your way from skillful start to frame-perfect finish in Marble It Up! - the next generation of marble-rolling platformer. Chase the records of your friends and the world's best players through intricate, beautiful, mind-bending levels… Get Ready to Marble It Up!","16 Nov, 2018",4226,4227,N/A,3,PEGI
864100,Sagebrush,"A first-person narrative adventure game about exploring a cult compound in the remote New Mexico desert. Discover the lives of the former inhabitants -- what brought them together, what they believed, and why they ended it all.","18 Sep, 2018",4228,4228,N/A,,
864680,Rover Mechanic Simulator,As an Engineer - crew member of one of the first Mars colonies - you are responsible for repairing and maintaining Mars Rovers. In this advanced simulator you will learn the internal details of various Mars Rovers and their components.,"12 Nov, 2020",4229,4230,N/A,,
865360,We Were Here Together,"As we explore these frozen wastes, misfortune strikes once again. Through the fierce blizzard, a flare lights the sky, followed by a cry for help over the radio - broken, dying... No one else can come to their rescue. Can we make it back - together?","10 Oct, 2019",3839,3839,77,,
865540,PLAYNE : The Meditation Game,Grow a beautiful island as you build a daily habit of mindfulness and meditation. Experience relaxation and learn ways to care for your mental wellbeing.,"1 May, 2020",4231,4232,N/A,,
865610,Backbone,Backbone is a post-noir narrative adventure. Become raccoon private eye Howard Lotor and explore dystopian Vancouver inhabited by animals as you uncover a deeply personal story of change and transformation.,"8 Jun, 2021",4233,122,72,16,PEGI
865820,Psychedelica of the Black Butterfly/검은 나비의 사이키델리카/黑蝶幻境,"Awakening in a mysterious mansion, her first, frantic thoughts are: 'Where am I? And more importantly, WHO am I?' She encounters several young men in the same predicament trapped and missing their memories. To survive they must hunt black butterflies and claim kaleidoscope shards from the horrific monsters surrounding them.","15 Nov, 2018",857,4234,N/A,12,PEGI
865830,Psychedelica of the Ashen Hawk/잿빛매의 사이키델리카/灰鷹幻境,"Uncover the secret – Unite the clans In a town ruled by opposing clans and overshadowed by superstition and legend, a child is born with the dreaded mark of a witch. She conceals her identity until the theft of a mysterious relic brings to light a series of staggering revelations. The mysteries she will uncover could restore order...","30 Aug, 2019",857,4234,N/A,12,PEGI
865940,SNK 40th ANNIVERSARY COLLECTION,"SNK 40th Anniversary Collection is the ultimate collection of classic arcade games from SNK's golden age with 24 different nostalgic titles back from the 1980s, and many bells and whistles for the best game experience on Steam!!","7 Jun, 2019",729,494,N/A,,
865980,BOSSGARD,"WHO’S THE BOSS? It’s finally you! One big, bad, player-controlled Boss goes against a team of Vikings, each with special abilities. Enter BOSSGARD, a hectic 1v2, 1v3, up to 1v5 bossfight multiplayer game in which you get to crush your friends as THE BOSS.","21 May, 2020",4235,4235,N/A,7,PEGI
866140,Arise: A Simple Story,"Embark on an emotional journey of losing the love of one's life. Manipulate time, solve puzzles, reshape surroundings as you push forward into the bittersweet recollections of a past life. This is a story about happiness and hardship, joy and sorrow. A story that all of us will one day experience.","3 Dec, 2020",4236,2173,79,7,PEGI
866190,Irony Curtain: From Matryoshka with Love,Irony Curtain: From Matryoshka with Love is a satirical point and click inspired by the classic adventure games. It smuggles you out of your comfort zone and throws you into the middle of a Cold War spy intrigue - where there’s an even bigger game being played …,"16 May, 2019",151,151,81,,
866800,The Walking Dead: The Final Season,"A secluded school might finally be Clementine’s chance for a home, but protecting it will mean sacrifice.","14 Aug, 2018",2511,521,77,18,PEGI
867240,Naval Action - Admiralty Connection,,"21 Jun, 2018",291,291,N/A,,
867290,Crossroads Inn Anniversary Edition,"Crossroads Inn is a real time management sim set in an original fantasy world of Delcrys. Build and manage your tavern, make visiting adventurers happy, and make your services famous all over the land.","23 Oct, 2019",692,692,59,,
867490,Remyadry,"The denizens of Touhou Project in a Dungeon Crawling RPG! Gensokyo is connected to 'a certain world' and a huge dungeon by the name of 'Mazes of the Week' appears. Create your own Touhou Characters, step up to the dungeon's challenges! An 'Authentic Style' RPG inspired by Touhou Project.","9 Jul, 2018",4237,721,N/A,,
868150,Takelings House Party,A frantic and whimsical local multiplayer party game for VR. Takelings have invaded this quiet suburban home and it's up to Hal to exterminate these pests using whatever means necessary!,"25 Jul, 2019",4238,4238,N/A,,
868280,Car Mechanic Simulator 2018 - Ford DLC,,"4 Jun, 2018",1066,145,N/A,,
868360,Project Hospital,"Become an ace doctor, an aspiring architect and a successful manager at the same time. Design your very own hospital, tweak every detail or choose one of the prebuilt scenarios and just jump to the doctor’s duty.","30 Oct, 2018",1435,1435,75,,
868410,DAISENRYAKU PERFECT 4.0,"The 30th Anniversary Title of the Daisenryaku Series! Fight with over 1500 different units on more than 300 maps in this turn-based, single player war simulation game. Daisenryaku Perfect 4.0 lets you shape your experience like no other game in the series’ 30 year history.","1 Oct, 2018",4239,4239,N/A,,
868520,killer7,"Sneak into a world of underground assassins as Harman Smith, a man who manifests 7 deadly personalities, the killer7. Take control of this distinct murderers' row as they hunt down the sinister Kun Lan to thwart his plan of world dominance.","15 Nov, 2018",3373,1097,78,,
868580,Arkhangel: The House of the Seven Stars,Michael struggles with dreams of dark waters and an unknown ancient evil resting beneath the cold waves. Are these simply dreams or are they a premonition of things to come?,"27 Jul, 2018",4240,4240,N/A,,
869880,Cyanide & Happiness - Freakpocalypse (Episode 1),"From the creators of Cyanide & Happiness and I-Mockery, comes the first game in an all new point-and-click adventure trilogy filled with dark humor, drama, and all the weirdness you've grown to love and/or dread over the years!","11 Mar, 2021",4241,1752,N/A,16,PEGI
870200,SimpleRockets 2,"SimpleRockets is back, but now it's fully 3D! Build any rocket, airplane, and anything you can think of with highly customizable parts. Explore 3D planets and make your own. Share your creations online. We are bringing it to Early Access while we work on our Campaign Mode and other key features.","8 Nov, 2018",3154,3154,N/A,,
870780,Control Ultimate Edition,"Winner of over 80 awards, Control is a visually stunning third-person action-adventure that will keep you on the edge of your seat.","27 Aug, 2020",538,263,85,16,PEGI
871420,Lovecraft's Untold Stories,"Lovecraft’s Untold Stories is an action roguelite with RPG elements. Explore randomly generated levels based in Lovecraft's stories, fight cultists and all kinds of monsters from the Mythos, improve your gear, solve puzzles, and find clues and knowledge to defeat the Great Old Ones.","31 Jan, 2019",4242,324,77,16,PEGI
871530,Radio Commander,"Use the radio to give commands to the soldiers on the battlefield. Keep track of the situation based on their voice reports only. Lead US platoons to clash with Vietcong in a realistic, innovative approach to the RTS genre. Make hard choices in a narrative driven experience, and face the outcome.","10 Oct, 2019",4243,966,65,,
871651,Cultist Simulator: The Priest,,"30 May, 2019",1332,1332,N/A,,
871900,Cultist Simulator: The Ghoul,,"30 May, 2019",1332,1332,N/A,,
871930,GLADIABOTS - AI Combat Arena,"Assemble your robot squad, construct their AI and send them in the battle arena to see your strategy play out. Iterate, improve and repeat until you outsmart all your opponents and friends online.","22 May, 2019",4244,4244,N/A,,
872280,Borderlands 2: Commander Lilith & the Fight for Sanctuary,,"9 Jun, 2019",1235,105,89,18,PEGI
872410,ROMANCE OF THE THREE KINGDOMS XIV,"Triumph over the land, take charge of the fate of China! Conquer territories and fly your colors!","15 Jan, 2020",280,280,N/A,12,PEGI
873270,Rolled Out!,"Get ready to tilt and bounce your way through Rolled Out!, a marble-rolling game with charming characters and precise controls. All you need is one joystick to roll to the goal; with over 150 hand-crafted stages to tackle, there's always a new challenge around the corner!","23 Mar, 2021",4245,4245,N/A,,
873840,Truck and Logistics Simulator,Truck & Logistics Simulator is a vehicle simulation game where you are tasked to perform logistics from beginning to end in single or multiplayer. Take control of more than 20 unique vehicles to perform complex loading tasks and deliver the diverse cargo directly to your customers.,"23 Jun, 2020",4246,429,N/A,,
873871,Sudden Strike 4 - The Pacific War,,"22 Feb, 2019",3076,190,N/A,16,PEGI
873940,Crying Suns,"Crying Suns is a tactical rogue-lite that puts you in the role of a space fleet commander as you explore a mysteriously fallen empire. In this story rich experience inspired by Dune and Foundation, each successful run will uncover the truth about the Empire... and yourself as well.","18 Sep, 2019",4247,401,75,,
874040,Ministry of Broadcast,"Ministry of Broadcast is a narrative-driven single player cinematic platformer mixing Orwell’s 1984 with modern reality TV. A country divided by The Wall; to cross it and reach your family, you must compete on - and win - a reality TV show broadcast by the Regime.","30 Jan, 2020",4248,358,67,16,PEGI
874260,The Forgotten City,"The Forgotten City is a narrative-driven time loop adventure in ancient Rome. Discover the ruins of an ancient underground city, travel 2000 years into the past, and unravel the mystery of who destroyed it by cleverly exploiting the power to wind back time. The fate of the city is in your hands.","28 Jul, 2021",4249,242,85,16,PEGI
874310,Total War: THREE KINGDOMS - Reign of Blood,,"27 Jun, 2019",480,22,N/A,18,PEGI
874390,The Battle of Polytopia,"Welcome to the unique turn-based strategy game set in the strange, flat world of the Square. Lead one of 12 distinct civilizations to victory by expanding your empire, researching technologies and ultimately become ruler of the world! Play in single-player or multiplayer mode for up to 15 players.","4 Aug, 2020",4250,4250,72,,
875210,Heroes of the Three Kingdoms 8,《三国群英传》系列是宇峻奥汀开发的经典横向战斗视角单机游戏，由1998年至今，已推出七部单机作品。 2007年推出《三国群英传VII》后一直没有单机续作问世，最新续作《三国群英传 8》将以全新面貌，激昂的战斗，诠释恢弘的三国群英争霸时代。,"12 Jan, 2021",1881,1881,N/A,,
875760,Furious Seas,Furious Seas puts you in command as captain of a deadly pirate ship. Navigate through treacherous waters and blast apart fearsome enemy fleets in this thrilling VR adventure like no other. Carve out your legend today amidst the Furious Seas.,"18 Jul, 2021",4251,4251,N/A,,
876650,Aground,"As one of the last human survivors, you find yourself stranded on an uninhabited island. With a few other victims of the crash, can you craft, mine, and build your way to survival?","17 Apr, 2020",4252,4252,N/A,,
877010,Beyond Contact,"A fiercely formidable sci-fi survival game, set on a hostile alien world that wants you dead! Alone, or with a crew, do you have what it takes to survive?","21 Sep, 2021",4253,877,N/A,,
